Id	Name	Description
PF09415	CENP-X	CENP-S associating Centromere protein X
PF09416	UPF1_Zn_bind	RNA helicase (UPF2 interacting domain)
PF09418	DUF2009	Protein of unknown function (DUF2009)
PF09419	PGP_phosphatase	Mitochondrial PGP phosphatase
PF09420	Nop16	Ribosome biogenesis protein Nop16
PF09421	FRQ	Frequency clock protein
PF09423	PhoD	PhoD-like phosphatase
PF09424	YqeY	Yqey-like protein
PF09427	DUF2014	Domain of unknown function (DUF2014) 
PF09429	Wbp11	WW domain binding protein 11
PF09430	DUF2012	Protein of unknown function (DUF2012)
PF09431	DUF2013	Protein of unknown function (DUF2013)
PF09435	DUF2015	Fungal protein of unknown function (DUF2015)
PF09438	DUF2017	Domain of unknown function (DUF2017)
PF09439	SRPRB	Signal recognition particle receptor beta subunit
PF09440	eIF3_N	eIF3 subunit 6 N terminal domain
PF09442	DUF2018	Domain of unknown function (DUF2018)
PF09444	MRC1	MRC1-like domain
PF09445	Methyltransf_15	RNA cap guanine-N2 methyltransferase
PF09446	VMA21	VMA21-like domain
PF09448	MmlI	Methylmuconolactone methyl-isomerase 
PF09450	DUF2019	Domain of unknown function (DUF2019)
PF09451	ATG27	Autophagy-related protein 27
PF09453	HIRA_B	HIRA B motif
PF09454	Vps23_core	Vps23 core domain
PF09455	Cas_DxTHG	CRISPR-associated (Cas) DxTHG family
PF09458	H_lectin	H-type lectin domain
PF09459	EB_dh	Ethylbenzene dehydrogenase
PF09465	LBR_tudor	Lamin-B receptor of TUDOR domain
PF09468	RNase_H2-Ydr279	Ydr279p protein family (RNase H2 complex component)
PF09471	Peptidase_M64	IgA Peptidase M64
PF09474	Type_III_YscX	Type III secretion system YscX (type_III_YscX)
PF09476	Pilus_CpaD	Pilus biogenesis CpaD protein (pilus_cpaD)
PF09478	CBM49	Carbohydrate binding domain CBM49
PF09479	Flg_new	Listeria-Bacteroides repeat domain (List_Bact_rpt)
PF09481	CRISPR_Cse1	CRISPR-associated protein Cse1 (CRISPR_cse1)
PF09484	Cas_TM1802	CRISPR-associated protein TM1802 (cas_TM1802)
PF09485	CRISPR_Cse2	CRISPR-associated protein Cse2 (CRISPR_cse2)
PF09486	HrpB7	Bacterial type III secretion protein (HrpB7)
PF09488	Osmo_MPGsynth	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)
PF09489	CbtB	Probable cobalt transporter subunit (CbtB)
PF09490	CbtA	Probable cobalt transporter subunit (CbtA)
PF09491	RE_AlwI	AlwI restriction endonuclease
PF09492	Pec_lyase	Pectic acid lyase
PF09493	DUF2389	Tryptophan-rich protein (DUF2389)
PF09494	Slx4	Slx4 endonuclease
PF09495	DUF2462	Protein of unknown function (DUF2462)
PF09496	CENP-O	Cenp-O kinetochore centromere component
PF09497	Med12	Transcription mediator complex subunit Med12
PF09498	DUF2388	Protein of unknown function (DUF2388)
PF09499	RE_ApaLI	ApaLI-like restriction endonuclease
PF09500	YiiD_C	Putative thioesterase (yiiD_Cterm)
PF09504	RE_Bsp6I	Bsp6I restriction endonuclease
PF09505	Dimeth_Pyl	Dimethylamine methyltransferase (Dimeth_PyL)
PF09506	Salt_tol_Pase	Glucosylglycerol-phosphate phosphatase (Salt_tol_Pase)
PF09507	CDC27	DNA polymerase subunit Cdc27
PF09508	Lact_bio_phlase	Lacto-N-biose phosphorylase
PF09509	Hypoth_Ymh	Protein of unknown function (Hypoth_ymh)
PF09511	RNA_lig_T4_1	RNA ligase
PF09512	ThiW	Thiamine-precursor transporter protein (ThiW)
PF09515	Thia_YuaJ	Thiamine transporter protein (Thia_YuaJ)
PF09516	RE_CfrBI	CfrBI restriction endonuclease
PF09517	RE_Eco29kI	Eco29kI restriction endonuclease
PF09518	RE_HindIII	HindIII restriction endonuclease
PF09519	RE_HindVP	HindVP restriction endonuclease
PF09520	RE_TdeIII	Type II restriction endonuclease, TdeIII
PF09521	RE_NgoPII	NgoPII restriction endonuclease
PF09522	RE_R_Pab1	R.Pab1 restriction endonuclease
PF09523	DUF2390	Protein of unknown function (DUF2390)
PF09524	Phg_2220_C	Conserved phage C-terminus (Phg_2220_C)
PF09526	DUF2387	Probable metal-binding protein (DUF2387)
PF09527	ATPase_gene1	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter
PF09529	Intg_mem_TP0381	Integral membrane protein (intg_mem_TP0381)
PF09531	Ndc1_Nup	Nucleoporin protein Ndc1-Nup
PF09532	FDF	FDF domain
PF09533	DUF2380	Predicted lipoprotein of unknown function (DUF2380)
PF09534	Trp_oprn_chp	Tryptophan-associated transmembrane protein (Trp_oprn_chp)
PF09535	Gmx_para_CXXCG	Protein of unknown function (Gmx_para_CXXCG)
PF09537	DUF2383	Domain of unknown function (DUF2383)
PF09538	FYDLN_acid	Protein of unknown function (FYDLN_acid)
PF09539	DUF2385	Protein of unknown function (DUF2385)
PF09543	DUF2379	Protein of unknown function (DUF2379)
PF09545	RE_AccI	AccI restriction endonuclease
PF09546	Spore_III_AE	Stage III sporulation protein AE (spore_III_AE)
PF09549	RE_Bpu10I	Bpu10I restriction endonuclease
PF09550	Phage_TAC_6	Phage tail assembly chaperone protein, TAC
PF09552	RE_BstXI	BstXI restriction endonuclease
PF09553	RE_Eco47II	Eco47II restriction endonuclease
PF09554	RE_HaeII	HaeII restriction endonuclease
PF09556	RE_HaeIII	HaeIII restriction endonuclease
PF09557	DUF2382	Domain of unknown function (DUF2382)
PF09558	DUF2375	Protein of unknown function (DUF2375)
PF09559	Cas6	Cas6 Crispr
PF09561	RE_HpaII	HpaII restriction endonuclease
PF09562	RE_LlaMI	LlaMI restriction endonuclease
PF09563	RE_LlaJI	LlaJI restriction endonuclease
PF09564	RE_NgoBV	NgoBV restriction endonuclease
PF09565	RE_NgoFVII	NgoFVII restriction endonuclease
PF09566	RE_SacI	SacI restriction endonuclease
PF09567	RE_MamI	MamI restriction endonuclease
PF09568	RE_MjaI	MjaI restriction endonuclease
PF09569	RE_ScaI	ScaI restriction endonuclease
PF09570	RE_SinI	SinI restriction endonuclease
PF09572	RE_XamI	XamI restriction endonuclease
PF09573	RE_TaqI	TaqI restriction endonuclease
PF09574	DUF2374	Protein  of unknown function (Duf2374)
PF09579	Spore_YtfJ	Sporulation protein YtfJ (Spore_YtfJ)
PF09580	Spore_YhcN_YlaJ	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)
PF09583	Phageshock_PspG	Phage shock protein G (Phageshock_PspG)
PF09584	Phageshock_PspD	Phage shock protein PspD (Phageshock_PspD)
PF09585	Lin0512_fam	Conserved hypothetical protein (Lin0512_fam)
PF09586	YfhO	Bacterial membrane protein YfhO
PF09587	PGA_cap	Bacterial capsule synthesis protein PGA_cap
PF09588	YqaJ	YqaJ-like viral recombinase domain
PF09592	DUF2031	Protein of unknown function (DUF2031)
PF09594	DUF2029	Protein of unknown function (DUF2029)
PF09596	MamL-1	MamL-1 domain
PF09597	IGR	IGR protein motif
PF09598	Stm1_N	Stm1
PF09600	Cyd_oper_YbgE	Cyd operon protein YbgE (Cyd_oper_YbgE)
PF09601	DUF2459	Protein of unknown function (DUF2459)
PF09603	Fib_succ_major	Fibrobacter succinogenes major domain (Fib_succ_major)
PF09604	Potass_KdpF	F subunit of K+-transporting ATPase (Potass_KdpF)
PF09606	Med15	ARC105 or Med15 subunit of Mediator complex non-fungal
PF09607	BrkDBD	Brinker DNA-binding domain
PF09608	Alph_Pro_TM	Putative transmembrane protein (Alph_Pro_TM)
PF09609	Cas_GSU0054	CRISPR-associated protein, GSU0054 family (Cas_GSU0054)
PF09611	Cas_Csy1	CRISPR-associated protein (Cas_Csy1)
PF09612	HtrL_YibB	Bacterial protein of unknown function (HtrL_YibB)
PF09613	HrpB1_HrpK	Bacterial type III secretion protein (HrpB1_HrpK)
PF09614	Cas_Csy2	CRISPR-associated protein (Cas_Csy2)
PF09615	Cas_Csy3	CRISPR-associated protein (Cas_Csy3)
PF09617	Cas_GSU0053	CRISPR-associated protein GSU0053 (Cas_GSU0053)
PF09618	Cas_Csy4	CRISPR-associated protein (Cas_Csy4)
PF09619	YscW	Type III secretion system lipoprotein chaperone (YscW)
PF09620	Cas_csx3	CRISPR-associated protein (Cas_csx3)
PF09622	DUF2391	Putative integral membrane protein (DUF2391)
PF09623	Cas_NE0113	CRISPR-associated protein NE0113 (Cas_NE0113)
PF09624	DUF2393	Protein of unknown function (DUF2393)
PF09626	DHC	Dihaem cytochrome c
PF09630	DUF2024	Domain of unknown function (DUF2024)
PF09631	Sen15	Sen15 protein
PF09634	DUF2025	Protein of unknown function (DUF2025)
PF09636	XkdW	XkdW protein
PF09640	DUF2027	Domain of unknown function (DUF2027)
PF09641	DUF2026	Protein of unknown function (DUF2026)
PF09643	YopX	YopX protein
PF09646	Gp37	Gp37 protein
PF09649	CHZ	Histone chaperone domain CHZ
PF09650	PHA_gran_rgn	Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)
PF09651	Cas_APE2256	CRISPR-associated protein (Cas_APE2256)
PF09652	Cas_VVA1548	Putative CRISPR-associated protein (Cas_VVA1548)
PF09654	DUF2396	Protein of unknown function (DUF2396)
PF09655	Nitr_red_assoc	Conserved nitrate reductase-associated protein (Nitr_red_assoc)
PF09656	PGPGW	Putative transmembrane protein (PGPGW)
PF09659	Cas_Csm6	CRISPR-associated protein (Cas_Csm6)
PF09660	DUF2397	Protein of unknown function (DUF2397)
PF09661	DUF2398	Protein of unknown function (DUF2398)
PF09662	Phenyl_P_gamma	Phenylphosphate carboxylase gamma subunit (Phenyl_P_gamma)
PF09663	Amido_AtzD_TrzD	Amidohydrolase ring-opening protein (Amido_AtzD_TrzD)
PF09664	DUF2399	Protein of unknown function C-terminus (DUF2399)
PF09665	RE_Alw26IDE	Type II restriction endonuclease (RE_Alw26IDE)
PF09668	Asp_protease	Aspartyl protease
PF09669	Phage_pRha	Phage regulatory protein Rha (Phage_pRha)
PF09670	Cas_Cas02710	CRISPR-associated protein (Cas_Cas02710)
PF09673	TrbC_Ftype	Type-F conjugative transfer system pilin assembly protein
PF09674	DUF2400	Protein of unknown function (DUF2400)
PF09675	Chlamy_scaf	Chlamydia-phage Chp2 scaffold (Chlamy_scaf)
PF09676	TraV	Type IV conjugative transfer system lipoprotein (TraV)
PF09677	TrbI_Ftype	Type-F conjugative transfer system protein (TrbI_Ftype)
PF09678	Caa3_CtaG	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)
PF09681	Phage_rep_org_N	N-terminal phage replisome organiser (Phage_rep_org_N)
PF09682	Phage_holin_6_1	Bacteriophage holin of superfamily 6 (Holin_LLH)
PF09684	Tail_P2_I	Phage tail protein (Tail_P2_I)
PF09685	DUF4870	Domain of unknown function (DUF4870) 
PF09686	Plasmid_RAQPRD	Plasmid protein of unknown function (Plasmid_RAQPRD)
PF09693	Phage_XkdX	Phage uncharacterised protein (Phage_XkdX)
PF09694	Gcw_chp	Bacterial protein of unknown function (Gcw_chp)
PF09695	YtfJ_HI0045	Bacterial protein of unknown function (YtfJ_HI0045)
PF09696	Ctf8	Ctf8
PF09697	Porph_ging	Protein of unknown function (Porph_ging)
PF09698	GSu_C4xC__C2xCH	Geobacter CxxxxCH...CXXCH motif (GSu_C4xC__C2xCH)
PF09699	Paired_CXXCH_1	Doubled CXXCH motif (Paired_CXXCH_1)
PF09700	Cas_Cmr3	CRISPR-associated protein (Cas_Cmr3)
PF09701	Cas_Cmr5	CRISPR-associated protein (Cas_Cmr5)
PF09704	Cas_Cas5d	CRISPR-associated protein (Cas_Cas5)
PF09706	Cas_CXXC_CXXC	CRISPR-associated protein (Cas_CXXC_CXXC)
PF09707	Cas_Cas2CT1978	CRISPR-associated protein (Cas_Cas2CT1978)
PF09709	Cas_Csd1	CRISPR-associated protein (Cas_Csd1)
PF09711	Cas_Csn2	CRISPR-associated protein (Cas_Csn2)
PF09712	PHA_synth_III_E	Poly(R)-hydroxyalkanoic acid synthase subunit (PHA_synth_III_E)
PF09713	A_thal_3526	Plant protein 1589 of unknown function (A_thal_3526)
PF09717	CPW_WPC	Plasmodium falciparum domain of unknown function (CPW_WPC)
PF09718	Tape_meas_lam_C	Lambda phage tail tape-measure protein (Tape_meas_lam_C)
PF09719	C_GCAxxG_C_C	Putative redox-active protein (C_GCAxxG_C_C)
PF09720	Unstab_antitox	Putative addiction module component
PF09721	Exosortase_EpsH	Transmembrane exosortase (Exosortase_EpsH)
PF09722	DUF2384	Protein of unknown function (DUF2384)
PF09723	Zn-ribbon_8	Zinc ribbon domain
PF09724	DUF2036	Uncharacterized conserved protein (DUF2036)
PF09725	Fra10Ac1	Folate-sensitive fragile site protein Fra10Ac1
PF09727	CortBP2	Cortactin-binding protein-2
PF09728	Taxilin	Myosin-like coiled-coil protein
PF09730	BicD	Microtubule-associated protein Bicaudal-D
PF09731	Mitofilin	Mitochondrial inner membrane protein
PF09732	CactinC_cactus	Cactus-binding C-terminus of cactin protein
PF09733	VEFS-Box	VEFS-Box of polycomb protein
PF09734	Tau95	RNA polymerase III transcription factor (TF)IIIC subunit
PF09735	Nckap1	Membrane-associated apoptosis protein
PF09736	Bud13	Pre-mRNA-splicing factor of RES complex
PF09737	Det1	De-etiolated protein 1 Det1
PF09738	LRRFIP	LRRFIP family
PF09739	MCM_bind	Mini-chromosome maintenance replisome factor
PF09740	DUF2043	Uncharacterized conserved protein (DUF2043)
PF09741	DUF2045	Uncharacterized conserved protein (DUF2045)
PF09742	Dymeclin	Dyggve-Melchior-Clausen syndrome protein
PF09743	DUF2042	Uncharacterized conserved protein (DUF2042)
PF09744	Jnk-SapK_ap_N	JNK_SAPK-associated protein-1
PF09745	DUF2040	Coiled-coil domain-containing protein 55 (DUF2040)
PF09746	Membralin	Tumour-associated protein
PF09747	DUF2052	Coiled-coil domain containing protein (DUF2052)
PF09748	Med10	Transcription factor subunit Med10 of Mediator complex
PF09749	HVSL	Uncharacterised conserved protein
PF09750	DRY_EERY	Alternative splicing regulator  
PF09751	Es2	Nuclear protein Es2
PF09752	DUF2048	Abhydrolase domain containing 18 
PF09753	Use1	Membrane fusion protein Use1
PF09754	PAC2	PAC2 family
PF09755	DUF2046	Uncharacterized conserved protein H4 (DUF2046)
PF09756	DDRGK	DDRGK domain
PF09758	FPL	Uncharacterised conserved protein
PF09759	Atx10homo_assoc	Spinocerebellar ataxia type 10 protein domain
PF09762	KOG2701	Coiled-coil domain-containing protein (DUF2037)
PF09763	Sec3_C	Exocyst complex component Sec3
PF09764	Nt_Gln_amidase	N-terminal glutamine amidase
PF09765	WD-3	WD-repeat region
PF09766	FimP	Fms-interacting protein
PF09767	DUF2053	Predicted membrane protein (DUF2053)
PF09768	Peptidase_M76	Peptidase M76 family
PF09770	PAT1	Topoisomerase II-associated protein PAT1
PF09773	Meckelin	Meckelin (Transmembrane protein 67)
PF09778	Guanylate_cyc_2	Guanylylate cyclase
PF09779	Ima1_N	Ima1 N-terminal domain
PF09783	Vac_ImportDeg	Vacuolar import and degradation protein
PF09784	L31	Mitochondrial ribosomal protein L31
PF09785	Prp31_C	Prp31 C terminal domain
PF09786	CytochromB561_N	Cytochrome B561, N terminal
PF09787	Golgin_A5	Golgin subfamily A member 5
PF09789	DUF2353	Uncharacterized coiled-coil protein (DUF2353)
PF09791	Oxidored-like	Oxidoreductase-like protein, N-terminal
PF09793	AD	Anticodon-binding domain
PF09794	Avl9	Transport protein Avl9
PF09797	NatB_MDM20	N-acetyltransferase B complex (NatB) non catalytic subunit
PF09799	Transmemb_17	Predicted membrane protein
PF09801	SYS1	Integral membrane protein S linking to the trans Golgi network
PF09802	Sec66	Preprotein translocase subunit Sec66
PF09803	DUF2346	Uncharacterized conserved protein (DUF2346)
PF09804	DUF2347	Uncharacterized conserved protein (DUF2347)
PF09805	Nop25	Nucleolar protein 12 (25kDa)
PF09807	ELP6	Elongation complex protein 6
PF09808	SNAPc_SNAP43	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
PF09809	MRP-L27	Mitochondrial ribosomal protein L27
PF09810	Exo5	Exonuclease V - a 5' deoxyribonuclease
PF09811	Yae1_N	Essential protein Yae1, N terminal
PF09812	MRP-L28	Mitochondrial ribosomal protein L28
PF09814	HECT_2	HECT-like Ubiquitin-conjugating enzyme (E2)-binding
PF09815	XK-related	XK-related protein
PF09816	EAF	RNA polymerase II transcription elongation factor
PF09817	DUF2352	Uncharacterized conserved protein (DUF2352)
PF09818	ABC_ATPase	Predicted ATPase of the ABC class
PF09819	ABC_cobalt	ABC-type cobalt transport system, permease component
PF09820	AAA-ATPase_like	Predicted AAA-ATPase
PF09821	AAA_assoc_C	C-terminal AAA-associated domain
PF09822	ABC_transp_aux	ABC-type uncharacterized transport system
PF09823	DUF2357	Domain of unknown function (DUF2357)
PF09824	ArsR	ArsR transcriptional regulator
PF09825	BPL_N	Biotin-protein ligase, N terminal
PF09826	Beta_propel	Beta propeller domain
PF09827	CRISPR_Cas2	CRISPR associated protein Cas2
PF09828	Chrome_Resist	Chromate resistance exported protein
PF09829	DUF2057	Uncharacterized protein conserved in bacteria (DUF2057)
PF09830	ATP_transf	ATP adenylyltransferase
PF09831	DUF2058	Uncharacterized protein conserved in bacteria (DUF2058)
PF09832	DUF2059	Uncharacterized protein conserved in bacteria (DUF2059)
PF09834	DUF2061	Predicted membrane protein (DUF2061)
PF09835	DUF2062	Uncharacterized protein conserved in bacteria (DUF2062)
PF09836	DUF2063	Putative DNA-binding domain
PF09837	DUF2064	Uncharacterized protein conserved in bacteria (DUF2064)
PF09838	DUF2065	Uncharacterized protein conserved in bacteria (DUF2065)
PF09839	DUF2066	Uncharacterized protein conserved in bacteria (DUF2066)
PF09842	DUF2069	Predicted membrane protein (DUF2069)
PF09843	DUF2070	Predicted membrane protein (DUF2070)
PF09844	DUF2071	Uncharacterized conserved protein (COG2071)
PF09845	DUF2072	Zn-ribbon containing protein
PF09846	DUF2073	Uncharacterized protein conserved in archaea (DUF2073)
PF09848	DUF2075	Uncharacterized conserved protein (DUF2075)
PF09849	DUF2076	Uncharacterized protein conserved in bacteria (DUF2076)
PF09850	DotU	Type VI secretion system protein DotU
PF09851	SHOCT	Short C-terminal domain
PF09852	DUF2079	Predicted membrane protein (DUF2079)
PF09853	DUF2080	Putative transposon-encoded protein (DUF2080)
PF09855	zinc_ribbon_13	Nucleic-acid-binding protein containing Zn-ribbon domain (DUF2082)
PF09856	DUF2083	Predicted transcriptional regulator (DUF2083)
PF09857	YjhX_toxin	Putative toxin of bacterial toxin-antitoxin pair
PF09858	DUF2085	Predicted membrane protein (DUF2085)
PF09859	Oxygenase-NA	Oxygenase, catalysing oxidative methylation of damaged DNA
PF09860	DUF2087	Uncharacterized protein conserved in bacteria (DUF2087)
PF09861	DUF2088	Domain of unknown function (DUF2088)
PF09862	DUF2089	Protein of unknown function (DUF2089)
PF09863	DUF2090	Uncharacterized protein conserved in bacteria (DUF2090)
PF09864	MliC	Membrane-bound lysozyme-inhibitor of c-type lysozyme
PF09865	DUF2092	Predicted periplasmic protein (DUF2092)
PF09866	DUF2093	Uncharacterized protein conserved in bacteria (DUF2093)
PF09867	DUF2094	Uncharacterized protein conserved in bacteria (DUF2094)
PF09868	DUF2095	Uncharacterized protein conserved in archaea (DUF2095)
PF09874	DUF2101	Predicted membrane protein (DUF2101)
PF09876	DUF2103	Predicted metal-binding protein (DUF2103)
PF09878	DUF2105	Predicted membrane protein (DUF2105)
PF09880	DUF2107	Predicted membrane protein (DUF2107)
PF09883	DUF2110	Uncharacterized protein conserved in archaea (DUF2110)
PF09889	DUF2116	Uncharacterized protein containing a Zn-ribbon (DUF2116)
PF09898	DUF2125	Uncharacterized protein conserved in bacteria (DUF2125)
PF09899	DUF2126	Putative amidoligase enzyme (DUF2126)
PF09900	DUF2127	Predicted membrane protein (DUF2127)
PF09902	DUF2129	Uncharacterized protein conserved in bacteria (DUF2129)
PF09903	DUF2130	Uncharacterized protein conserved in bacteria (DUF2130)
PF09904	HTH_43	Winged helix-turn helix
PF09905	VF530	DNA-binding protein VF530
PF09906	DUF2135	Uncharacterized protein conserved in bacteria (DUF2135)
PF09907	HigB_toxin	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system
PF09909	DUF2138	Uncharacterized protein conserved in bacteria (DUF2138)
PF09912	DUF2141	Uncharacterized protein conserved in bacteria (DUF2141)
PF09913	DUF2142	Predicted membrane protein (DUF2142)
PF09916	DUF2145	Uncharacterized protein conserved in bacteria (DUF2145)
PF09917	DUF2147	Uncharacterized protein conserved in bacteria (DUF2147)
PF09918	DUF2148	Uncharacterized protein containing a ferredoxin domain (DUF2148)
PF09919	DUF2149	Uncharacterized conserved protein (DUF2149)
PF09922	DUF2154	Cell wall-active antibiotics response 4TMS YvqF
PF09923	DUF2155	Uncharacterized protein conserved in bacteria (DUF2155)
PF09924	DUF2156	Uncharacterised conserved protein (DUF2156)
PF09925	DUF2157	Predicted membrane protein (DUF2157)
PF09926	DUF2158	Uncharacterized small protein (DUF2158)
PF09928	DUF2160	Predicted small integral membrane protein (DUF2160)
PF09929	DUF2161	Putative PD-(D/E)XK phosphodiesterase (DUF2161)
PF09930	DUF2162	Predicted transporter (DUF2162)
PF09931	DUF2163	Uncharacterized conserved protein (DUF2163)
PF09932	DUF2164	Uncharacterized conserved protein (DUF2164)
PF09933	DUF2165	Predicted small integral membrane protein (DUF2165)
PF09935	DUF2167	Protein of unknown function (DUF2167)
PF09936	Methyltrn_RNA_4	SAM-dependent RNA methyltransferase
PF09937	DUF2169	Uncharacterized protein conserved in bacteria (DUF2169)
PF09938	DUF2170	Uncharacterized protein conserved in bacteria (DUF2170)
PF09939	DUF2171	Uncharacterized protein conserved in bacteria (DUF2171)
PF09940	DUF2172	Domain of unknown function (DUF2172)
PF09941	DUF2173	Uncharacterized conserved protein (DUF2173)
PF09945	DUF2177	Predicted membrane protein (DUF2177)
PF09946	DUF2178	Predicted membrane protein (DUF2178)
PF09947	DUF2180	Uncharacterized protein conserved in archaea (DUF2180)
PF09948	DUF2182	Predicted metal-binding integral membrane protein (DUF2182)
